FEN:ID,Function Code,composition count before accumulation,composition count after accumulation
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:oraclize_randomDS_proofVerify__main(bytes,bytes32,bytes,string)","    function oraclize_randomDS_proofVerify__main(bytes proof, bytes32 queryId, bytes result, string context_name) internal returns (bool){

        // Step 2: the unique keyhash has to match with the sha256 of (context name + queryId)
        uint ledgerProofLength = 3+65+(uint(proof[3+65+1])+2)+32;
        bytes memory keyhash = new bytes(32);
        copyBytes(proof, ledgerProofLength, 32, keyhash, 0);
        if (!(keccak256(keyhash) == keccak256(sha256(context_name, queryId)))) return false;

        bytes memory sig1 = new bytes(uint(proof[ledgerProofLength+(32+8+1+32)+1])+2);
        copyBytes(proof, ledgerProofLength+(32+8+1+32), sig1.length, sig1, 0);

        // Step 3: we assume sig1 is valid (it will be verified during step 5) and we verify if 'result' is the prefix of sha256(sig1)
        if (!matchBytes32Prefix(sha256(sig1), result, uint(proof[ledgerProofLength+32+8]))) return false;

        // Step 4: commitment match verification, keccak256(delay, nbytes, unonce, sessionKeyHash) == commitment in storage.
        // This is to verify that the computed args match with the ones specified in the query.
        bytes memory commitmentSlice1 = new bytes(8+1+32);
        copyBytes(proof, ledgerProofLength+32, 8+1+32, commitmentSlice1, 0);

        bytes memory sessionPubkey = new bytes(64);
        uint sig2offset = ledgerProofLength+32+(8+1+32)+sig1.length+65;
        copyBytes(proof, sig2offset-64, 64, sessionPubkey, 0);

        bytes32 sessionPubkeyHash = sha256(sessionPubkey);
        if (oraclize_randomDS_args[queryId] == keccak256(commitmentSlice1, sessionPubkeyHash)){ //unonce, nbytes and sessionKeyHash match
            delete oraclize_randomDS_args[queryId];
        } else return false;


        // Step 5: validity verification for sig1 (keyhash and args signed with the sessionKey)
        bytes memory tosign1 = new bytes(32+8+1+32);
        copyBytes(proof, ledgerProofLength, 32+8+1+32, tosign1, 0);
        if (!verifySig(sha256(tosign1), sig1, sessionPubkey)) return false;

        // verify if sessionPubkeyHash was verified already, if not.. let's do it!
        if (oraclize_randomDS_sessionKeysHashVerified[sessionPubkeyHash] == false){
            oraclize_randomDS_sessionKeysHashVerified[sessionPubkeyHash] = oraclize_randomDS_proofVerify__sessionKeyValidity(proof, sig2offset);
        }

        return oraclize_randomDS_sessionKeysHashVerified[sessionPubkeyHash];
    }
",1,4
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:usingOraclize:ecrecovery(bytes32,bytes)","    function ecrecovery(bytes32 hash, bytes sig) internal returns (bool, address) {
        bytes32 r;
        bytes32 s;
        uint8 v;

        if (sig.length != 65)
          return (false, 0);

        // The signature format is a compact form of:
        //   {bytes32 r}{bytes32 s}{uint8 v}
        // Compact means, uint8 is not padded to 32 bytes.
        assembly {
            r := mload(add(sig, 32))
            s := mload(add(sig, 64))

            // Here we are loading the last 32 bytes. We exploit the fact that
            // 'mload' will pad with zeroes if we overread.
            // There is no 'mload8' to do this, but that would be nicer.
            v := byte(0, mload(add(sig, 96)))

            // Alternative solution:
            // 'byte' is not working due to the Solidity parser, so lets
            // use the second best option, 'and'
            // v := and(mload(add(sig, 65)), 255)
        }

        // albeit non-transactional signatures are not specified by the YP, one would expect it
        // to match the YP range of [27, 28]
        //
        // geth uses [0, 1] and some clients have followed. This might change, see:
        //  https://github.com/ethereum/go-ethereum/issues/2053
        if (v < 27)
          v += 27;

        if (v != 27 && v != 28)
            return (false, 0);

        return safer_ecrecover(hash, v, r, s);
    }
",0,16
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:toSlice(string),"    function toSlice(string self) internal returns (slice) {
        uint ptr;
        assembly {
            ptr := add(self, 0x20)
        }
        return slice(bytes(self).length, ptr);
    }
",1,3
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:len(bytes32),"    function len(bytes32 self) internal returns (uint) {
        uint ret;
        if (self == 0)
            return 0;
        if (self & 0xffffffffffffffffffffffffffffffff == 0) {
            ret += 16;
            self = bytes32(uint(self) / 0x100000000000000000000000000000000);
        }
        if (self & 0xffffffffffffffff == 0) {
            ret += 8;
            self = bytes32(uint(self) / 0x10000000000000000);
        }
        if (self & 0xffffffff == 0) {
            ret += 4;
            self = bytes32(uint(self) / 0x100000000);
        }
        if (self & 0xffff == 0) {
            ret += 2;
            self = bytes32(uint(self) / 0x10000);
        }
        if (self & 0xff == 0) {
            ret += 1;
        }
        return 32 - ret;
    }
",1,3
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:copy(strings:slice),"    function copy(slice self) internal returns (slice) {
        return slice(self._len, self._ptr);
    }
",0,1
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:toString(strings:slice),"    function toString(slice self) internal returns (string) {
        var ret = new string(self._len);
        uint retptr;
        assembly { retptr := add(ret, 32) }

        memcpy(retptr, self._ptr, self._len);
        return ret;
    }
",1,3
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:compare(strings:slice,strings:slice)","    function compare(slice self, slice other) internal returns (int) {
        uint shortest = self._len;
        if (other._len < self._len)
            shortest = other._len;

        var selfptr = self._ptr;
        var otherptr = other._ptr;
        for (uint idx = 0; idx < shortest; idx += 32) {
            uint a;
            uint b;
            assembly {
                a := mload(selfptr)
                b := mload(otherptr)
            }
            if (a != b) {
                // Mask out irrelevant bytes and check again
                uint mask = ~(2 ** (8 * (32 - shortest + idx)) - 1);
                var diff = (a & mask) - (b & mask);
                if (diff != 0)
                    return int(diff);
            }
            selfptr += 32;
            otherptr += 32;
        }
        return int(self._len) - int(other._len);
    }
",1,3
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:nextRune(strings:slice,strings:slice)","    function nextRune(slice self, slice rune) internal returns (slice) {
        rune._ptr = self._ptr;

        if (self._len == 0) {
            rune._len = 0;
            return rune;
        }

        uint len;
        uint b;
        // Load the first byte of the rune into the LSBs of b
        assembly { b := and(mload(sub(mload(add(self, 32)), 31)), 0xFF) }
        if (b < 0x80) {
            len = 1;
        } else if(b < 0xE0) {
            len = 2;
        } else if(b < 0xF0) {
            len = 3;
        } else {
            len = 4;
        }

        // Check for truncated codepoints
        if (len > self._len) {
            rune._len = self._len;
            self._ptr += self._len;
            self._len = 0;
            return rune;
        }

        self._ptr += len;
        self._len -= len;
        rune._len = len;
        return rune;
    }
",1,3
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:find(strings:slice,strings:slice)","    function find(slice self, slice needle) internal returns (slice) {
        uint ptr = findPtr(self._len, self._ptr, needle._len, needle._ptr);
        self._len -= ptr - self._ptr;
        self._ptr = ptr;
        return self;
    }
",0,1
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:split(strings:slice,strings:slice,strings:slice)","    function split(slice self, slice needle, slice token) internal returns (slice) {
        uint ptr = findPtr(self._len, self._ptr, needle._len, needle._ptr);
        token._ptr = self._ptr;
        token._len = ptr - self._ptr;
        if (ptr == self._ptr + self._len) {
            // Not found
            self._len = 0;
        } else {
            self._len -= token._len + needle._len;
            self._ptr = ptr + needle._len;
        }
        return token;
    }
",1,3
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:split(strings:slice,strings:slice)","    function split(slice self, slice needle) internal returns (slice token) {
        split(self, needle, token);
    }
",1,2
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:rsplit(strings:slice,strings:slice,strings:slice)","    function rsplit(slice self, slice needle, slice token) internal returns (slice) {
        uint ptr = rfindPtr(self._len, self._ptr, needle._len, needle._ptr);
        token._ptr = ptr;
        token._len = self._len - (ptr - self._ptr);
        if (ptr == self._ptr) {
            // Not found
            self._len = 0;
        } else {
            self._len -= token._len + needle._len;
        }
        return token;
    }
",1,3
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:rsplit(strings:slice,strings:slice)","    function rsplit(slice self, slice needle) internal returns (slice token) {
        rsplit(self, needle, token);
    }
",0,2
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:count(strings:slice,strings:slice)","    function count(slice self, slice needle) internal returns (uint cnt) {
        uint ptr = findPtr(self._len, self._ptr, needle._len, needle._ptr) + needle._len;
        while (ptr <= self._ptr + self._len) {
            cnt++;
            ptr = findPtr(self._len - (ptr - self._ptr), ptr, needle._len, needle._ptr) + needle._len;
        }
    }
",0,1
"0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:strings:contains(strings:slice,strings:slice)","    function contains(slice self, slice needle) internal returns (bool) {
        return rfindPtr(self._len, self._ptr, needle._len, needle._ptr) != self._ptr;
    }
",0,1
0x379c4c01484de6cdd3e685f63c702e45e3c574fd/Etherlympics.sol:Etherlympics:onlyBookieLevel(),"  modifier onlyBookieLevel() {
    require( BOOKIE == msg.sender);
    _;
  }
",1,153
"0x6d7e836e31233edb3c1d1e00f3b14f4786d6b564/ERC20Token.sol:StandardToken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) returns (bool success) {
        //Default assumes totalSupply can't be over max (2^256 - 1).
        //If your token leaves out totalSupply and can issue more tokens as time goes on, you need to check if it doesn't wrap.
        //Replace the if with this one instead.
        //if (balances[msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
        if (balances[msg.sender] >= _value && _value > 0) {
            balances[msg.sender] -= _value;
            balances[_to] += _value;
            Transfer(msg.sender, _to, _value);
            return true;
        } else { return false; }
    }
",0,13
"0x6d7e836e31233edb3c1d1e00f3b14f4786d6b564/ERC20Token.sol:StandardToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
        //same as above. Replace this line with the following if you want to protect against wrapping uints.
        //if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
        if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
            balances[_to] += _value;
            balances[_from] -= _value;
            allowed[_from][msg.sender] -= _value;
            Transfer(_from, _to, _value);
            return true;
        } else { return false; }
    }
",0,7
0x6d7e836e31233edb3c1d1e00f3b14f4786d6b564/ERC20Token.sol:StandardToken:balanceOf(address),"    function balanceOf(address _owner) constant returns (uint256 balance) {
        return balances[_owner];
    }
",0,226
"0x6d7e836e31233edb3c1d1e00f3b14f4786d6b564/ERC20Token.sol:StandardToken:approve(address,uint256)","    function approve(address _spender, uint256 _value) returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
",0,316
"0x6d7e836e31233edb3c1d1e00f3b14f4786d6b564/ERC20Token.sol:StandardToken:allowance(address,address)","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
",0,14
"0x3dcbac8c29e74c192382e62eaabb787e28aad1cf/lockEtherPay.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
",0,924
"0x3dcbac8c29e74c192382e62eaabb787e28aad1cf/lockEtherPay.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return c;
  }
",0,624
"0x3dcbac8c29e74c192382e62eaabb787e28aad1cf/lockEtherPay.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",0,5487
"0x3dcbac8c29e74c192382e62eaabb787e28aad1cf/lockEtherPay.sol:SafeMath:add(uint256,uint256)","  function add(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }
",1,5961
0x3dcbac8c29e74c192382e62eaabb787e28aad1cf/lockEtherPay.sol:Ownable:constructor(),"  constructor() public{
    owner = msg.sender;
  }
",0,6
0x3dcbac8c29e74c192382e62eaabb787e28aad1cf/lockEtherPay.sol:Ownable:onlyOwner(),"  modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
",3,8910
0x3dcbac8c29e74c192382e62eaabb787e28aad1cf/lockEtherPay.sol:Ownable:transferOwnership(address),"  function transferOwnership(address newOwner) onlyOwner public {
    require(newOwner != address(0));
    emit OwnershipTransferred(owner, newOwner);
    owner = newOwner;
  }
",0,65
0x3dcbac8c29e74c192382e62eaabb787e28aad1cf/lockEtherPay.sol:lockEtherPay:lockOver(),"  function lockOver() constant public returns (bool){
      uint256 current_time = now;
    return current_time > end_time;
  }
",1,4
"0x6f55a4ad49d5580ed9a03a2c4228d8c833401bca/EtherMoney.sol:StandardToken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) returns (bool success) {
        //Default assumes totalSupply can't be over max (2^256 - 1).
        //If your token leaves out totalSupply and can issue more tokens as time goes on, you need to check if it doesn't wrap.
        //Replace the if with this one instead.
        //if (balances[msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
        if (balances[msg.sender] >= _value && _value > 0) {
            balances[msg.sender] -= _value;
            balances[_to] += _value;
            Transfer(msg.sender, _to, _value);
            return true;
        } else { return false; }
    }
",0,13
"0x6f55a4ad49d5580ed9a03a2c4228d8c833401bca/EtherMoney.sol:StandardToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
        //same as above. Replace this line with the following if you want to protect against wrapping uints.
        //if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
        if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
            balances[_to] += _value;
            balances[_from] -= _value;
            allowed[_from][msg.sender] -= _value;
            Transfer(_from, _to, _value);
            return true;
        } else { return false; }
    }
",0,7
0x6f55a4ad49d5580ed9a03a2c4228d8c833401bca/EtherMoney.sol:StandardToken:balanceOf(address),"    function balanceOf(address _owner) constant returns (uint256 balance) {
        return balances[_owner];
    }
",0,226
"0x6f55a4ad49d5580ed9a03a2c4228d8c833401bca/EtherMoney.sol:StandardToken:approve(address,uint256)","    function approve(address _spender, uint256 _value) returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
",0,316
"0x6f55a4ad49d5580ed9a03a2c4228d8c833401bca/EtherMoney.sol:StandardToken:allowance(address,address)","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
",0,14
"0x7dA9D2a9865193a21D082f2021c80026c6dB8849/LKB.sol:LKB:LKB(uint256,string,string)","    function LKB(uint256 initialSupply, string tokenName, string tokenSymbol) public {
        totalSupply = initialSupply * 10 ** uint256(decimals);
        balanceOf[msg.sender] = totalSupply;
        name = tokenName;
        symbol = tokenSymbol;
    }
",0,100
"0x7dA9D2a9865193a21D082f2021c80026c6dB8849/LKB.sol:LKB:_transfer(address,address,uint256)","    function _transfer(address _from, address _to, uint _value) internal {
        require(_to != 0x0);
        require(balanceOf[_from] >= _value);
        require(balanceOf[_to] + _value > balanceOf[_to]);
        uint previousBalances = balanceOf[_from] + balanceOf[_to];
        balanceOf[_from] -= _value;
        balanceOf[_to] += _value;
        Transfer(_from, _to, _value);
        assert(balanceOf[_from] + balanceOf[_to] == previousBalances);
    }
",2,787
"0x7dA9D2a9865193a21D082f2021c80026c6dB8849/LKB.sol:LKB:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public {
        _transfer(msg.sender, _to, _value);
    }
",0,8
"0x7dA9D2a9865193a21D082f2021c80026c6dB8849/LKB.sol:LKB:approve(address,uint256)","    function approve(address _spender, uint256 _value) public
        returns (bool success) {
        allowance[msg.sender][_spender] = _value;
        return true;
    }
",1,428
0x7dA9D2a9865193a21D082f2021c80026c6dB8849/LKB.sol:LKB:burn(uint256),"    function burn(uint256 _value) public returns (bool success) {
        require(balanceOf[msg.sender] >= _value);
        balanceOf[msg.sender] -= _value;
        totalSupply -= _value;
        Burn(msg.sender, _value);
        return true;
    }
",0,2
"0x7dA9D2a9865193a21D082f2021c80026c6dB8849/LKB.sol:LKB:burnFrom(address,uint256)","    function burnFrom(address _from, uint256 _value) public returns (bool success) {
        require(balanceOf[_from] >= _value);
        require(_value <= allowance[_from][msg.sender]);
        balanceOf[_from] -= _value;
        allowance[_from][msg.sender] -= _value;
        totalSupply -= _value;
        Burn(_from, _value);
        return true;
    }
",0,1
"0x5ce7256cc3750ea61dc292d151c95f1a69f49c6c/Prototype.sol:SafeMath:safeAdd(uint256,uint256)","    function safeAdd(uint a, uint b) public pure returns (uint c) {
        c = a + b;
        require(c >= a);
    }
",2,560
"0x5ce7256cc3750ea61dc292d151c95f1a69f49c6c/Prototype.sol:SafeMath:safeSub(uint256,uint256)","    function safeSub(uint a, uint b) public pure returns (uint c) {
        require(b <= a);
        c = a - b;
    }
",2,497
"0x5ce7256cc3750ea61dc292d151c95f1a69f49c6c/Prototype.sol:SafeMath:safeMul(uint256,uint256)","    function safeMul(uint a, uint b) public pure returns (uint c) {
        c = a * b;
        require(a == 0 || c / a == b);
    }
",0,110
"0x5ce7256cc3750ea61dc292d151c95f1a69f49c6c/Prototype.sol:SafeMath:safeDiv(uint256,uint256)","    function safeDiv(uint a, uint b) public pure returns (uint c) {
        require(b > 0);
        c = a / b;
    }
",0,222
0x5ce7256cc3750ea61dc292d151c95f1a69f49c6c/Prototype.sol:Owned:Owned(),"    function Owned() public {
        owner = msg.sender;
    }
",0,10
0x5ce7256cc3750ea61dc292d151c95f1a69f49c6c/Prototype.sol:Owned:onlyOwner(),"    modifier onlyOwner {
        require(msg.sender == owner);
        _;
    }
",2,8910
0x5ce7256cc3750ea61dc292d151c95f1a69f49c6c/Prototype.sol:Owned:transferOwnership(address),"    function transferOwnership(address _newOwner) public onlyOwner {
        newOwner = _newOwner;
    }
",0,5
0x5ce7256cc3750ea61dc292d151c95f1a69f49c6c/Prototype.sol:Prototype:totalSupply(),"    function totalSupply() public constant returns (uint) {
        return _totalSupply  - balances[address(0)];
    }
",0,1
0x5ce7256cc3750ea61dc292d151c95f1a69f49c6c/Prototype.sol:Prototype:balanceOf(address),"    function balanceOf(address tokenOwner) public constant returns (uint balance) {
        return balances[tokenOwner];
    }
",0,3
"0x5ce7256cc3750ea61dc292d151c95f1a69f49c6c/Prototype.sol:Prototype:transfer(address,uint256)","    function transfer(address to, uint tokens) public returns (bool success) {
        balances[msg.sender] = safeSub(balances[msg.sender], tokens);
        balances[to] = safeAdd(balances[to], tokens);
        Transfer(msg.sender, to, tokens);
        return true;
    }
",0,9
"0x5ce7256cc3750ea61dc292d151c95f1a69f49c6c/Prototype.sol:Prototype:approve(address,uint256)","    function approve(address spender, uint tokens) public returns (bool success) {
        allowed[msg.sender][spender] = tokens;
        Approval(msg.sender, spender, tokens);
        return true;
    }
",0,1
0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:Ownable:Ownable(),"  function Ownable() public {
    owner = msg.sender;
  }
",0,34
0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:Ownable:onlyOwner(),"  modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
",2,8910
0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:Ownable:transferOwnership(address),"  function transferOwnership(address newOwner) public onlyOwner {
    require(newOwner != address(0));
    OwnershipTransferred(owner, newOwner);
    owner = newOwner;
  }
",0,65
"0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:SafeERC20:safeTransfer(ERC20Basic,address,uint256)","  function safeTransfer(ERC20Basic token, address to, uint256 value) internal {
    assert(token.transfer(to, value));
  }
",2,79
"0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:SafeERC20:safeTransferFrom(ERC20,address,address,uint256)","  function safeTransferFrom(ERC20 token, address from, address to, uint256 value) internal {
    assert(token.transferFrom(from, to, value));
  }
",0,5
"0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal pure returns (uint256) {
    if (a == 0) {
      return 0;
    }
    uint256 c = a * b;
    assert(c / a == b);
    return c;
  }
",1,1101
"0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return c;
  }
",1,624
"0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",3,5487
"0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:SafeMath:add(uint256,uint256)","  function add(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }
",3,5961
0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:TokenVesting:revoke(ERC20Basic),"  function revoke(ERC20Basic token) public onlyOwner {
    require(revocable);
    require(!revoked[token]);
    uint256 balance = token.balanceOf(this);
    uint256 unreleased = releasableAmount(token);
    uint256 refund = balance.sub(unreleased);
    revoked[token] = true;
    token.safeTransfer(owner, refund);
    Revoked();
  }
",0,1
0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:TokenVesting:releasableAmount(ERC20Basic),"  function releasableAmount(ERC20Basic token) public view returns (uint256) {
    return vestedAmount(token).sub(released[token]);
  }
",2,22
0x06d191c4bc47138d5d79eb881deea86c93e6603b/ShortVesting.sol:TokenVesting:vestedAmount(ERC20Basic),"  function vestedAmount(ERC20Basic token) public view returns (uint256) {
    uint256 currentBalance = token.balanceOf(this);
    uint256 totalBalance = currentBalance.add(released[token]);
    if (now < cliff) {
      return 0;
    } else if (now >= start.add(duration) || revoked[token]) {
      return totalBalance;
    } else {
      return totalBalance.mul(now.sub(start)).div(duration);
    }
  }
",1,11
0x2ef27bf41236bd859a95209e17a43fbd26851f92/MorphToken.sol:Owned:onlyOwner(),"        modifier onlyOwner {
            require(msg.sender == owner);
            _;
        }
",4,8910
"0x2ef27bf41236bd859a95209e17a43fbd26851f92/MorphToken.sol:ERC20:ERC20(uint256,string,string)","  function ERC20(uint256 _initialSupply,string _tokenName, string _tokenSymbol) public {
    totalSupply = _initialSupply * 10 ** uint256(decimals); // Update total supply with the decimal amount
    balanceOf[msg.sender] = totalSupply;
    name = _tokenName;
    symbol = _tokenSymbol;
  }
",1,20
"0x2ef27bf41236bd859a95209e17a43fbd26851f92/MorphToken.sol:ERC20:approve(address,uint256)","     function approve(address _spender, uint256 _amount) public returns (bool success) {
         allowed[msg.sender][_spender] = _amount;
         Approval(msg.sender, _spender, _amount);
         return true;
    }
",0,2
"0x2ef27bf41236bd859a95209e17a43fbd26851f92/MorphToken.sol:ERC20:allowance(address,address)","    function allowance(address _owner, address _spender) public constant returns (uint256 remaining) {
         return allowed[_owner][_spender];
    }
",0,14
"0x2ef27bf41236bd859a95209e17a43fbd26851f92/MorphToken.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal pure returns (uint256) {
    if (a == 0) {
      return 0;
    }
    uint256 c = a * b;
    assert(c / a == b);
    return c;
  }
",0,1101
"0x2ef27bf41236bd859a95209e17a43fbd26851f92/MorphToken.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return c;
  }
",0,624
"0x2ef27bf41236bd859a95209e17a43fbd26851f92/MorphToken.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",3,5487
"0x2ef27bf41236bd859a95209e17a43fbd26851f92/MorphToken.sol:SafeMath:add(uint256,uint256)","  function add(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }
",3,5961
"0x1bc7c1de0ac6ef4fdec35c053030d90cf54c7e9a/YANG.sol:SafeMath:safeAdd(uint256,uint256)","    function safeAdd(uint a, uint b) public pure returns (uint c) {
        c = a + b;
        require(c >= a);
    }
",2,560
"0x1bc7c1de0ac6ef4fdec35c053030d90cf54c7e9a/YANG.sol:SafeMath:safeSub(uint256,uint256)","    function safeSub(uint a, uint b) public pure returns (uint c) {
        require(b <= a);
        c = a - b;
    }
",2,497
"0x1bc7c1de0ac6ef4fdec35c053030d90cf54c7e9a/YANG.sol:SafeMath:safeMul(uint256,uint256)","    function safeMul(uint a, uint b) public pure returns (uint c) {
        c = a * b;
        require(a == 0 || c / a == b);
    }
",0,110
"0x1bc7c1de0ac6ef4fdec35c053030d90cf54c7e9a/YANG.sol:SafeMath:safeDiv(uint256,uint256)","    function safeDiv(uint a, uint b) public pure returns (uint c) {
        require(b > 0);
        c = a / b;
    }
",0,222
0x1bc7c1de0ac6ef4fdec35c053030d90cf54c7e9a/YANG.sol:Owned:Owned(),"    function Owned() public {
        owner = msg.sender;
    }
",0,10
0x1bc7c1de0ac6ef4fdec35c053030d90cf54c7e9a/YANG.sol:Owned:onlyOwner(),"    modifier onlyOwner {
        require(msg.sender == owner);
        _;
    }
",2,8910
0x1bc7c1de0ac6ef4fdec35c053030d90cf54c7e9a/YANG.sol:Owned:transferOwnership(address),"    function transferOwnership(address _newOwner) public onlyOwner {
        newOwner = _newOwner;
    }
",0,5
0x1bc7c1de0ac6ef4fdec35c053030d90cf54c7e9a/YANG.sol:YANG:totalSupply(),"    function totalSupply() public constant returns (uint) {
        return _totalSupply  - balances[address(0)];
    }
",0,1
0x1bc7c1de0ac6ef4fdec35c053030d90cf54c7e9a/YANG.sol:YANG:balanceOf(address),"    function balanceOf(address tokenOwner) public constant returns (uint balance) {
        return balances[tokenOwner];
    }
",0,3
"0x1bc7c1de0ac6ef4fdec35c053030d90cf54c7e9a/YANG.sol:YANG:transfer(address,uint256)","    function transfer(address to, uint tokens) public returns (bool success) {
        balances[msg.sender] = safeSub(balances[msg.sender], tokens);
        balances[to] = safeAdd(balances[to], tokens);
        Transfer(msg.sender, to, tokens);
        return true;
    }
",0,9
"0x1bc7c1de0ac6ef4fdec35c053030d90cf54c7e9a/YANG.sol:YANG:approve(address,uint256)","    function approve(address spender, uint tokens) public returns (bool success) {
        allowed[msg.sender][spender] = tokens;
        Approval(msg.sender, spender, tokens);
        return true;
    }
",0,1
"0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:BasicToken:transfer(address,uint256)","  function transfer(address _to, uint256 _value) returns (bool) {
    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);
    Transfer(msg.sender, _to, _value);
    return true;
  }
",0,70
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:BasicToken:balanceOf(address),"  function balanceOf(address _owner) constant returns (uint256 balance) {
    return balances[_owner];
  }
",2,226
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:Ownable:Ownable(),"  function Ownable() {
    owner = msg.sender;
  }
",1,34
0x5E9483Af5aF106625ABB08dE51E0d3037d04c3E0/RakugoToken.sol:Ownable:onlyOwner(),"  modifier onlyOwner() {
    if (msg.sender != owner) {
      throw;
    }
    _;
  }
",5,677
