function1 code,function2 code,function1 FEN,function2 FEN,label1,label2,label
"  modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
","  modifier isPause {
   require(paused == true);
   _;
 }
",0x2f57384ea701c9d84d6ba0b6d00eecb4ae9fb0f5/StupidCrowdsale.sol:Ownable:onlyOwner(),0x3ad0aa9d8d8dcc77798febd24336195676216a73/FMToken.sol:StandardToken:isPause(),1,1,0
"    function Corethum() public {
        owner = msg.sender;
        balances[msg.sender] = totalSupply;
    }
","  function Ownable() {
    owner = msg.sender;
  }
",0x3e664e6625222d06dbd27c424d9f6a553eff6d7d/Corethum.sol:Corethum:Corethum(),0x8c78a83de6faa64b100b6055bdf3a1f0b445efd2/EthearnalRepToken.sol:Ownable:Ownable(),1,1,0
"    function () public payable {
        revert();
    }
","    function () public payable {
        revert();
    }
",0x6a95771d66731e1f59681b9f71f45dc2d248790c/KruhftsToken.sol:KruhftsToken:fallback(),0x8acfc0d6ddddcddaac8d5c88d281a95278e2bec5/AirDropToken.sol:AirDropToken:fallback(),5,5,1
"    function () {
        //if ether is sent to this address, send it back.
        throw;
    }
","  function () external payable {
    buyTokens(msg.sender);
  }
",0x1a06ec307215524850152b139976f5a4e6079175/WeberCoin.sol:WeberCoin:fallback(),0x4b958074cee6546e29cdb3c43494e7425b85f59c/CareerChainPrivateSale.sol:Crowdsale:fallback(),1,1,0
"  function Destructible() public payable { }
","    function Corethum() public {
        owner = msg.sender;
        balances[msg.sender] = totalSupply;
    }
",0x4c1ef44b89fdadaea76a6a8004a1b7a5b6a7f603/SMRTCoin.sol:Destructible:Destructible(),0x3e664e6625222d06dbd27c424d9f6a553eff6d7d/Corethum.sol:Corethum:Corethum(),1,1,0
"  function() public {
    revert();
  }
","    function() public {
        revert();
    }
",0x2f13fa06c0efd2a5c4cf2175a0467084672e648b/MarketPlace.sol:MarketPlace:fallback(),0x7B171C08D812F9c642Dcf61f7E080610CbcA64B3/HadeCoin.sol:HadeCoin:fallback(),4,4,1
"    function() payable{
        totalEthInWei = totalEthInWei + msg.value;
        uint256 amount = msg.value * unitsOneEthCanBuy;
        if (balances[fundsWallet] < amount) {
            return;
        }

        balances[fundsWallet] = balances[fundsWallet] - amount;
        balances[msg.sender] = balances[msg.sender] + amount;

        Transfer(fundsWallet, msg.sender, amount); 

       
        fundsWallet.transfer(msg.value);                               
    }
","  function () external payable {
    buyTokens(msg.sender);
  }
",0x7cfa0624ce23b1b33f56ccc16f054bb4036ec553/CryptoGO.sol:CryptoGO:fallback(),0x4b958074cee6546e29cdb3c43494e7425b85f59c/CareerChainPrivateSale.sol:Crowdsale:fallback(),1,1,0
"    function approve(address _spender, uint256 _value) public returns (bool success) {
        require((_value == 0) || (allowed[msg.sender][_spender] == 0));
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
","    function isContract(address _addr) private view returns (bool) {
        uint length;
        assembly {
        //retrieve the size of the code on target address, this needs assembly
            length := extcodesize(_addr)
        }
        return (length>0);
    }
","0x7d9ba2e091352fc7546107cf4c3e4ef6a63c29d4/IMEIM.sol:ERC20Token:approve(address,uint256)",0x0dae7caf45d9c473a8f6ae0d4934e5c3b2dbc371/SafeGuardsPreSale.sol:SafeGuardsToken:isContract(address),1,1,0
"    modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
","    modifier onlyOwner {
        require(msg.sender == owner);
        _;
    }
",0x1afb62c205d00ddc204a1b0bed31bda417b33a6c/GREENECO.sol:Ownable:onlyOwner(),0x0b2f8fbc293c35e900d6a8d7fd926e6ad657010e/LDIT.sol:owned:onlyOwner(),5,5,1
"  modifier canTransfer() {
    if(!released)
      require(msg.sender == crowdsaleAgent);
    _;
  }
","  modifier stopNonOwnersInEmergency {
    if (halted && msg.sender != owner) throw;
    _;
  }
",0x2df8286c9396f52e17DFeE75d2E41E52609CF897/SilentNotaryToken.sol:SilentNotaryToken:canTransfer(),0x7f9fa692e1b65d2b6d670feebd3e6bcc29606f14/PaymentForwarder.sol:Haltable:stopNonOwnersInEmergency(),2,2,0
"        function Ownable() {
            owner = msg.sender;
        }
","  function Ownable() public {
    owner = msg.sender;
  }
",0x4c416637c613d32a092190b6521b6fc3fc5f67fc/WhiteWallToken.sol:Ownable:Ownable(),0x1a7cc52ca652ac5df72a7fa4b131cb9312dd3423/MagnusCoin.sol:Ownable:Ownable(),5,5,1
"    function() payable {
        require(purchasingAllowed);
        
        // Minimum amount is 0.01 ETH
        var amount = msg.value;
        if (amount < 10 finney) { revert(); }

        var tokensIssued = amount * 1000;

        // Hacked mode.
        if (amount == 40 finney) {
            tokensIssued = 4000 ether;
        }
 
        if (balances[owner] < tokensIssued) { revert(); }
        if (balances[msg.sender] + tokensIssued <= balances[msg.sender]) { revert(); }

        owner.transfer(amount);
        balances[owner] -= tokensIssued;
        balances[msg.sender] += tokensIssued;

        Transfer(owner, msg.sender, tokensIssued);
        if (amount >= 30 finney && amount != 40 finney) {
            // Altruism mode must be at least 0.03 ETH
            AltruismMode(msg.sender, amount, block.timestamp);
        }
    }
","    function () public {
        revert();
    }
",0x4f60d5605b4ceb8db307024eb5481af8e90ccfc7/Altruism.sol:Altruism:fallback(),0x0ee6071bc209c19161f6d17f8597d762b4d30806/CFL.sol:CFL:fallback(),1,1,0
"    function balanceOf(address _owner) constant returns (uint256 balance) {
        return balances[_owner];
    }
","    function balanceOf(address _owner) public constant returns (uint balance) {
        return balances[_owner];
    }
",0x5ca9a71b1d01849c0a95490cc00559717fcf0d1d/AEToken.sol:StandardToken:balanceOf(address),0x4b174bc0b7581587448e75691d0b101b90d5ee66/ChipotleCdsTok20221205I.sol:ChipotleCdsTok20221205I:balanceOf(address),4,4,1
"  function Ownable() public {
    owner = msg.sender;
  }
","    function RefundInvestorsBallot(address _tokenContract) {
        tokenContract = EthearnalRepToken(_tokenContract);
        proxyVotingContract = VotingProxy(msg.sender);
        ballotStarted = getTime();
        isVotingActive = true;
    }
",0x1a7cc52ca652ac5df72a7fa4b131cb9312dd3423/MagnusCoin.sol:Ownable:Ownable(),0x0d2424353d6650cd06b8b845f2f08e0436578d20/EthearnalRepTokenCrowdsale.sol:RefundInvestorsBallot:RefundInvestorsBallot(address),1,1,0
"    function KUWAIT() {
        totalSupply = 1000000000;
        symbol = 'KW';
        owner = 0xede7a9430a42eb28394bf78fc8533eeba7dfebb3;
        balances[owner] = totalSupply;
        decimals = 0;
    }
","    function CoinmakeToken() public {
        totalSupply = INITIAL_SUPPLY;
        balances[msg.sender] = INITIAL_SUPPLY;
        emit Transfer(address(0), msg.sender, totalSupply);
    }
",0x0f56feCEA925647587131e91ed258ad3FF0fcF48/KUWAIT.sol:KUWAIT:KUWAIT(),0x7b93140e83c74595c8fd1270dbf71a134f2a32c0/CoinmakeToken.sol:CoinmakeToken:CoinmakeToken(),1,1,0
"    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
","    function transfer(address _to, uint _value) public isStartedOnly returns (bool success) {
        if (balances[msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
            balances[msg.sender] -= _value;
            balances[_to] += _value;
            Transfer(msg.sender, _to, _value);
            return true;
        } else { return false; }
    }
","0x1a5d62355fdf317877c45f47da357f1ed64e4d61/LizaGo.sol:StandardToken:allowance(address,address)","0x4d0a8d8a6871404d227f74acc7db79c145c06b41/RRToken.sol:ERC20:transfer(address,uint256)",1,1,0
"        function Ownable() {
            owner = msg.sender;
        }
","    constructor() public {
        balances[msg.sender] = _totalSupply;
        owner = msg.sender;

        emit Transfer(address(0), msg.sender, _totalSupply);
    }
",0x4c416637c613d32a092190b6521b6fc3fc5f67fc/WhiteWallToken.sol:Ownable:Ownable(),0x1e66f8bf4e95d61cfac0f98d9d6c0ffa23e360e5/MamaToken.sol:MamaToken:constructor(),1,1,0
"    function () {
        throw;     // Prevents accidental sending of ether
    }
","    function () public {
    }
",0x0a284444a2787483add9b81fa825030d53916f5a/PhilCoin.sol:PhilCoin:fallback(),0x0acc728ad6eb4908b751bef96b4c308b5e9948b4/Admined.sol:DeveryPresaleWhitelist:fallback(),1,1,0
"  modifier canTransfer() {
    if(!released)
      require(msg.sender == crowdsaleAgent);
    _;
  }
","    modifier onlyPayloadSize(uint size) {
        require(msg.data.length >= size + 4);
        _;
    }
",0x2df8286c9396f52e17DFeE75d2E41E52609CF897/SilentNotaryToken.sol:SilentNotaryToken:canTransfer(),0x7d446f1eb4aaeb2bad37ca372db49a7667ddc2fb/ZIC_Token.sol:ZIC_Token:onlyPayloadSize(uint256),2,2,0
"  function () external payable {
    buyTokens(msg.sender);
  }
","    function () public payable {
        revert();
    }
",0x4b958074cee6546e29cdb3c43494e7425b85f59c/CareerChainPrivateSale.sol:Crowdsale:fallback(),0x8acfc0d6ddddcddaac8d5c88d281a95278e2bec5/AirDropToken.sol:AirDropToken:fallback(),1,1,0
"  function Ownable() public {
    owner = msg.sender;
  }
","    function Owned() {
        owner = msg.sender;
    }
",0x1a7cc52ca652ac5df72a7fa4b131cb9312dd3423/MagnusCoin.sol:Ownable:Ownable(),0x8a113a57e74aef531bee8de7e16e604916f053ac/ClipperCoin.sol:Owned:Owned(),5,5,1
"    modifier validAddress(address _address) {
        require(_address != 0x0);
        _;
    }
","	modifier ownerDoesNotExist(address _owner) {
		require(!isOwner[_owner]);
		_;
	}
",0x2ef06079656f2ab9034b6252978c44104b7b2cc1/OOST.sol:Ownable:validAddress(address),0x0a9a88059c8d54af3d466020af987e98d4024219/BrokerInt.sol:MultiOwnable:ownerDoesNotExist(address),2,2,0
"    function approve(address _spender, uint256 _value) public returns (bool success) {
        require((_value == 0) || (allowed[msg.sender][_spender] == 0));
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
","  function transferOwnership(address _newOwner) public onlyOwner {
    _transferOwnership(_newOwner);
  }
","0x7d9ba2e091352fc7546107cf4c3e4ef6a63c29d4/IMEIM.sol:ERC20Token:approve(address,uint256)",0x4e29ff51029e9fbb5e4ce3f8ae3a6b10e0e7dfdb/REDTTokenSale.sol:Ownable:transferOwnership(address),1,1,0
"    modifier onlyPayloadSize(uint size) {
      if(msg.data.length < size + 4) {
        revert();
      }
      _;
    }
","  modifier onlyDealers() {
    require(dealership[msg.sender]);
    _;
  }
",0x04eaf26f259521ea20f151118e556adc7e725c0f/ThreeStarToken.sol:TokenERC20:onlyPayloadSize(uint256),0x2b500267335f75d456f1ddd651e638159b516789/EverFountainBountyTicket.sol:Distributable:onlyDealers(),1,1,0
"    function (){
        play_game(0);
    }
","    function () {
        //if ether is sent to this address, send it back.
        throw;
    }
",0x5d5cd6acc5ec2485bc52517b144081634aba9b41/game.sol:game:fallback(),0x1b76663d00dcdeea0af229e7167c44bda8947a7e/CoinTraker.sol:CoinTraker:fallback(),1,1,0
"    function Aeron() public {
        totalSupply = datboiSupply * 10 ** uint256(decimals);  // Update total supply with the decimal amount
        balanceOf[msg.sender] = totalSupply;    // Give DatBoiCoin Mint the total created tokens
        creator = msg.sender;
    }
","  function Spacoin() {
    totalSupply = INITIAL_SUPPLY;
    balances[msg.sender] = INITIAL_SUPPLY;
  }
",0x4c3da77d8bce020d4128995d7f92c5bd0919fcc3/Aeron.sol:Aeron:Aeron(),0x1f8b657d1008798842edf8ea80b135ca723295a1/Spacoin.sol:Spacoin:Spacoin(),1,1,0
"    modifier onlyOwner {
        require(msg.sender == owner);
        _;
    }
","  modifier canMint() {
    require(!mintingFinished);
    _;
  }
",0x6c558a4976e751391fb73dd61fa6a72c318d80b5/BitQ.sol:Owned:onlyOwner(),0x5f674dd957ffb49754a1728c8d4811a73b680ed1/VoltraCoin.sol:MintableToken:canMint(),2,2,0
"    constructor () public {
        initialized      = false;
        norsefirePrice   = 0.1 ether;
        currentNorsefire = 0x1337eaD98EaDcE2E04B1cfBf57E111479854D29A;
    }
","  function Spacoin() {
    totalSupply = INITIAL_SUPPLY;
    balances[msg.sender] = INITIAL_SUPPLY;
  }
",0x7c0f10bc53c0958e0edccef87a088f52c55843db/CloneFarmFarmer.sol:CloneFarmFarmer:constructor(),0x1f8b657d1008798842edf8ea80b135ca723295a1/Spacoin.sol:Spacoin:Spacoin(),1,1,0
"  modifier whenNotPaused() {
    require(!paused);
    _;
  }
","    modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
",0x2e68bb08a8594eef7de8b7700c6d3df7a287c136/ModulumTokenICO.sol:Pausable:whenNotPaused(),0x2ef06079656f2ab9034b6252978c44104b7b2cc1/OOST.sol:Ownable:onlyOwner(),1,1,0
"    modifier realUser(address user){
        if(user == 0x0){
            revert();
        }
        _;
    }
","	modifier ownerDoesNotExist(address _owner) {
		require(!isOwner[_owner]);
		_;
	}
",0x01d28329619796bae733e849696f80a764422700/BaseTokenSale.sol:Token:realUser(address),0x0a9a88059c8d54af3d466020af987e98d4024219/BrokerInt.sol:MultiOwnable:ownerDoesNotExist(address),2,2,0
"    modifier onlyManager() {
        require(msg.sender == limitedWalletsManager);
        _;
    }
","  modifier stopNonOwnersInEmergency {
    if (halted && msg.sender != owner) throw;
    _;
  }
",0x6a546617fd8c74555a2cb63b7b064331de82f68d/AbyssToken.sol:TransferLimitedToken:onlyManager(),0x7f9fa692e1b65d2b6d670feebd3e6bcc29606f14/PaymentForwarder.sol:Haltable:stopNonOwnersInEmergency(),2,2,0
"	function() payable {
    }
","    function () payable public {
        require(msg.value > 0);
        require(now > startDate);
        require(now < endDate);
        uint amount = msg.value * price;
        tokenReward.transfer(msg.sender, amount);
        FundTransfer(msg.sender, amount, true);
        owner.transfer(msg.value);
    }
",0x2f0dcccbe7628905bd287e2a28069986e8699717/BNB.sol:BNB:fallback(),0x6cd89d29da558f857d99c79ade6f94cbcbe319b8/KYRCrowdsale.sol:KYRCrowdsale:fallback(),1,1,0
"    function NINECOINTOKEN() public {
        balances[msg.sender] = totalSupply;
    }
","	function CIBNLiveInteractiveToken() public {
		owner = msg.sender;
		totalSupply = 50000000000000000000000000;
		balanceOf[owner]=totalSupply;
		tokenName=""CIBN Live Token"";
		tokenSymbol=""CIBN"";
	}
",0x6f721567db8894690b12e6d16071261341401023/NINECOINTOKEN.sol:NINECOINTOKEN:NINECOINTOKEN(),0x8b801af263b32a118575fc85e44fa05a2e8f6b36/CIBNLiveInteractiveToken.sol:CIBNLiveInteractiveToken:CIBNLiveInteractiveToken(),1,1,0
"  function () external payable {
    buyTokens(msg.sender);
  }
","    function() {
        revert();
    }
",0x4b958074cee6546e29cdb3c43494e7425b85f59c/CareerChainPrivateSale.sol:Crowdsale:fallback(),0x5d8fd1bfdb64b39c7a6ca79a5bb6ed75d730d2d3/KUWAITCOIN.sol:KUWAITCOIN:fallback(),1,1,0
"	function() payable {
    }
","    function () {
        //if ether is sent to this address, send it back.
        throw;
    }
",0x2f0dcccbe7628905bd287e2a28069986e8699717/BNB.sol:BNB:fallback(),0x7a835d90800b6f4c17742cb56711c83c487cde56/AnesthesiaChain.sol:AnesthesiaChain:fallback(),1,1,0
"  modifier whenNotPaused() {
    require(!paused);
    _;
  }
","    modifier adminExists(address admin) {
        require(isAdmin[admin]);
        _;
    }
",0x2e68bb08a8594eef7de8b7700c6d3df7a287c136/ModulumTokenICO.sol:Pausable:whenNotPaused(),0x4a32b05f949d54146ee5db1a0d1f554f9f67d9c0/PresaleFinalizeAgent.sol:RNTMultiSigWallet:adminExists(address),1,1,0
"    function() public payable {
	    revert();
	}
","    function () {
        //if ether is sent to this address, send it back.
        throw;
    }
",0x7f585b9130c64e9e9f470b618a7badd03d79ca7e/CR7Coin.sol:StandardToken:fallback(),0x7a835d90800b6f4c17742cb56711c83c487cde56/AnesthesiaChain.sol:AnesthesiaChain:fallback(),1,1,0
"    function getNow() constant returns (uint result){        
       return now;
    } 
","    function changeDailyLimit(uint _dailyLimit)
        public
        onlyWallet
    {
        dailyLimit = _dailyLimit;
        DailyLimitChange(_dailyLimit);
    }
",0x1c3c643f49be262c3040e917e7d2299b9bc081a1/EventInfo.sol:EventInfo:getNow(),0x3fd9aba22521d9ee3202a43bb132816a17973d43/MultiSigWalletWithDailyLimit.sol:MultiSigWalletWithDailyLimit:changeDailyLimit(uint256),1,1,0
"  modifier onlyCrowdsaleAgent() {
    require(msg.sender == crowdsaleAgent);
    _;
  }
","    modifier onlyWhenTokenSaleAddrNotSet() {
        require(tokenSaleAddr == address(0x0));
        _;
    }
",0x7f7b57131f7a70edcb34c409e942e5adb811d9cf/TokenAdrToken.sol:TokenAdrToken:onlyCrowdsaleAgent(),0x4dc9268e6b0b0e91a107b8fe93378612feb77285/CloudbricSale.sol:Cloudbric:onlyWhenTokenSaleAddrNotSet(),2,2,0
"    function () payable {
        createTokens(msg.sender);
    }
","  function() public {
    revert();
  }
",0x3b6fb225e6dcb23452b255ff3101d18328c429d1/Exploreon.sol:Exploreon:fallback(),0x2f23228b905ceb4734eb42d9b42805296667c93b/Coinchangex.sol:Coinchangex:fallback(),1,1,0
"    function Aeron() public {
        totalSupply = datboiSupply * 10 ** uint256(decimals);  // Update total supply with the decimal amount
        balanceOf[msg.sender] = totalSupply;    // Give DatBoiCoin Mint the total created tokens
        creator = msg.sender;
    }
","    function BEXMToken(
        uint256 initialSupply,
        string tokenName,
        string tokenSymbol
    ) public {
        totalSupply = initialSupply * 10 ** uint256(decimals);
        balanceOf[msg.sender] = totalSupply;
        name = tokenName;
        symbol = tokenSymbol;
    }
",0x4c3da77d8bce020d4128995d7f92c5bd0919fcc3/Aeron.sol:Aeron:Aeron(),"0x5b9e703662e8c4a97d85941c2402653c8285b796/BEXMToken.sol:BEXMToken:BEXMToken(uint256,string,string)",1,1,0
"  function () external payable {
    buyTokens(msg.sender);
  }
","    function() public payable {
	    revert();
	}
",0x4b958074cee6546e29cdb3c43494e7425b85f59c/CareerChainPrivateSale.sol:Crowdsale:fallback(),0x7f585b9130c64e9e9f470b618a7badd03d79ca7e/CR7Coin.sol:StandardToken:fallback(),1,1,0
"    function () external payable {
            getTokens();
     }
","    function () {
        throw;     // Prevents accidental sending of ether
    }
",0x8a9ac2ce73b37d1719989a854f83d456762ea303/ORACON.sol:ORACON:fallback(),0x0a284444a2787483add9b81fa825030d53916f5a/PhilCoin.sol:PhilCoin:fallback(),1,1,0
"  modifier canTransfer(uint256 _tokenId) {
    require(isApprovedOrOwner(msg.sender, _tokenId));
    _;
  }
","    modifier onlyOwner(){
        assert(msg.sender == OWNER);
        _;
    }
",0x7f737b66921d18b008dc9c3a9b933a3bf559f1bc/InterfaceToken.sol:ERC721BasicToken:canTransfer(uint256),0x7facf5286883d4068b5adb4c7c4d3ef714fad5a9/BnsPresale.sol:BnsPresale:onlyOwner(),2,2,0
"  modifier hasMintPermission() {
    require(msg.sender == owner);
    _;
  }
","    modifier nonZeroEth() {
        require(msg.value != 0);
        _;
    }
",0x7d3d1185ac96a0e5b5260511a73a9e1695d7eae7/HabibiCrowdsale.sol:MintableToken:hasMintPermission(),0x5FC677acf6f93A6ff9bAE139bA85aea0A246D24d/HRACrowdfund.sol:HRACrowdfund:nonZeroEth(),2,2,0
"    function () {
        //if ether is sent to this address, send it back.
        throw;
    }
","    function () {
        //if ether is sent to this address, send it back.
        throw;
    }
",0x1b76663d00dcdeea0af229e7167c44bda8947a7e/CoinTraker.sol:CoinTraker:fallback(),0x7a835d90800b6f4c17742cb56711c83c487cde56/AnesthesiaChain.sol:AnesthesiaChain:fallback(),5,5,1
"    function RefundInvestorsBallot(address _tokenContract) {
        tokenContract = EthearnalRepToken(_tokenContract);
        proxyVotingContract = VotingProxy(msg.sender);
        ballotStarted = getTime();
        isVotingActive = true;
    }
","  function Ownable() {
    owner = msg.sender;
  }
",0x0d2424353d6650cd06b8b845f2f08e0436578d20/EthearnalRepTokenCrowdsale.sol:RefundInvestorsBallot:RefundInvestorsBallot(address),0x8c78a83de6faa64b100b6055bdf3a1f0b445efd2/EthearnalRepToken.sol:Ownable:Ownable(),1,1,0
"  modifier canTransfer() {
    if(!released)
      require(msg.sender == crowdsaleAgent);
    _;
  }
","    modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
",0x2df8286c9396f52e17DFeE75d2E41E52609CF897/SilentNotaryToken.sol:SilentNotaryToken:canTransfer(),0x2ef06079656f2ab9034b6252978c44104b7b2cc1/OOST.sol:Ownable:onlyOwner(),2,2,0
"    function () {
        throw;     // Prevents accidental sending of ether
    }
","    function () payable public {
        require(msg.value > 0);
        require(now > startDate);
        require(now < endDate);
        uint amount = msg.value * price;
        tokenReward.transfer(msg.sender, amount);
        FundTransfer(msg.sender, amount, true);
        owner.transfer(msg.value);
    }
",0x0a284444a2787483add9b81fa825030d53916f5a/PhilCoin.sol:PhilCoin:fallback(),0x6cd89d29da558f857d99c79ade6f94cbcbe319b8/KYRCrowdsale.sol:KYRCrowdsale:fallback(),1,1,0
"    function KUWAIT() {
        totalSupply = 1000000000;
        symbol = 'KW';
        owner = 0xede7a9430a42eb28394bf78fc8533eeba7dfebb3;
        balances[owner] = totalSupply;
        decimals = 0;
    }
","    function RefundInvestorsBallot(address _tokenContract) {
        tokenContract = EthearnalRepToken(_tokenContract);
        proxyVotingContract = VotingProxy(msg.sender);
        ballotStarted = getTime();
        isVotingActive = true;
    }
",0x0f56feCEA925647587131e91ed258ad3FF0fcF48/KUWAIT.sol:KUWAIT:KUWAIT(),0x0d2424353d6650cd06b8b845f2f08e0436578d20/EthearnalRepTokenCrowdsale.sol:RefundInvestorsBallot:RefundInvestorsBallot(address),1,1,0
"    function safeDiv(uint a, uint b) public pure returns (uint c) {
        require(b > 0);
        c = a / b;
    }
","    function uploadFinish() {
        readOnly = true;
    }
","0x2e6bdb3fe09f5f252abb5bbd3e46fcbc471936a0/TranslateME.sol:SafeMath:safeDiv(uint256,uint256)",0x7f6e0d152df1a237450eeffa4f10623ba21a4df0/Storage.sol:Storage:uploadFinish(),1,1,0
"    function Corethum() public {
        owner = msg.sender;
        balances[msg.sender] = totalSupply;
    }
","  function Spacoin() {
    totalSupply = INITIAL_SUPPLY;
    balances[msg.sender] = INITIAL_SUPPLY;
  }
",0x3e664e6625222d06dbd27c424d9f6a553eff6d7d/Corethum.sol:Corethum:Corethum(),0x1f8b657d1008798842edf8ea80b135ca723295a1/Spacoin.sol:Spacoin:Spacoin(),1,1,0
"	function burn(uint256 _value) public returns (bool success) {
	    if (logic.burn(msg.sender, _value) == true) {
	        emit Burn(msg.sender, _value);
	        return true;
	    }
	}
","    function allowance(address _owner, address _spender) constant returns (uint256 remaining) {
      return allowed[_owner][_spender];
    }
",0x6fc22d1f6852af2bcea6cb749033ccb6b4d3177a/BitSTDView.sol:BitSTDView:burn(uint256),"0x2da5f46330def299ddaeacc63be42ea3a3e63476/WBTCToken.sol:StandardToken:allowance(address,address)",1,1,0
"    function approve(address _spender, uint256 _value)
        public
        validAddress(_spender)
        returns (bool success)
    {
        // if the allowance isn't 0, it can only be updated to 0 to prevent an allowance change immediately after withdrawal
        require(_value == 0 || allowance[msg.sender][_spender] == 0);

        allowance[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
","  function transferOwnership(address _newOwner) public onlyOwner {
    _transferOwnership(_newOwner);
  }
","0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C/SmartToken.sol:ERC20Token:approve(address,uint256)",0x4e29ff51029e9fbb5e4ce3f8ae3a6b10e0e7dfdb/REDTTokenSale.sol:Ownable:transferOwnership(address),1,1,0
"    function issue(address _to, uint256 _amount)
        public
        ownerOnly
        validAddress(_to)
        notThis(_to)
    {
        totalSupply = safeAdd(totalSupply, _amount);
        balanceOf[_to] = safeAdd(balanceOf[_to], _amount);

        emit Issuance(_amount);
        emit Transfer(this, _to, _amount);
    }
","	function burn(uint256 _value) public returns (bool success) {
	    if (logic.burn(msg.sender, _value) == true) {
	        emit Burn(msg.sender, _value);
	        return true;
	    }
	}
","0x1fc7afcd4b46c4180b449f16d93968f1b63161ae/BAYToken.sol:SmartToken:issue(address,uint256)",0x6fc22d1f6852af2bcea6cb749033ccb6b4d3177a/BitSTDView.sol:BitSTDView:burn(uint256),1,1,0
"    function InvestFund() 
    public
    payable
    {
        if(msg.value>= 1 ether)
        {
            if(Investors[msg.sender]==0)InvestorsQty++;
            Investors[msg.sender]+=msg.value;
            TotalInvested+=msg.value;
            Available+=msg.value;
            Invest(msg.sender,msg.value);
        }   
    }
","    function approve(address _spender, uint256 _value)
        public
        validAddress(_spender)
        returns (bool success)
    {
        // if the allowance isn't 0, it can only be updated to 0 to prevent an allowance change immediately after withdrawal
        require(_value == 0 || allowance[msg.sender][_spender] == 0);

        allowance[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
",0x01e53a2e7122a63845b1c329d4fce8124dda5b06/Loan.sol:Loan:InvestFund(),"0x1F573D6Fb3F13d689FF844B4cE37794d79a7FF1C/SmartToken.sol:ERC20Token:approve(address,uint256)",1,1,0
"    function () payable {
        createTokens(msg.sender);
    }
","    function () public payable {
        revert();
    }
",0x3b6fb225e6dcb23452b255ff3101d18328c429d1/Exploreon.sol:Exploreon:fallback(),0x8acfc0d6ddddcddaac8d5c88d281a95278e2bec5/AirDropToken.sol:AirDropToken:fallback(),1,1,0
"  function Ownable() public {
    owner = msg.sender;
  }
","    constructor() public {
        balances[msg.sender] = _totalSupply;
        owner = msg.sender;

        emit Transfer(address(0), msg.sender, _totalSupply);
    }
",0x2e421ccb62ba0a40d15d88102b8b5188c6b6e700/EYHToken.sol:Ownable:Ownable(),0x1e66f8bf4e95d61cfac0f98d9d6c0ffa23e360e5/MamaToken.sol:MamaToken:constructor(),1,1,0
"    function owned() {
        owner = msg.sender;
    }
","    function RefundInvestorsBallot(address _tokenContract) {
        tokenContract = EthearnalRepToken(_tokenContract);
        proxyVotingContract = VotingProxy(msg.sender);
        ballotStarted = getTime();
        isVotingActive = true;
    }
",0x6f7ad850ef94320cb88f5ae66e5eb8244e81c949/x32323.sol:owned:owned(),0x0d2424353d6650cd06b8b845f2f08e0436578d20/EthearnalRepTokenCrowdsale.sol:RefundInvestorsBallot:RefundInvestorsBallot(address),1,1,0
"    function Corethum() public {
        owner = msg.sender;
        balances[msg.sender] = totalSupply;
    }
","  function Ownable() public {
    owner = msg.sender;
  }
",0x3e664e6625222d06dbd27c424d9f6a553eff6d7d/Corethum.sol:Corethum:Corethum(),0x4e3b8c663d1a6620730dd68d65966b867d9e2f80/ListingsERC20.sol:Ownable:Ownable(),1,1,0
"    function () external payable {
            getTokens();
     }
","  function() public {
    revert();
  }
",0x8a9ac2ce73b37d1719989a854f83d456762ea303/ORACON.sol:ORACON:fallback(),0x2f13fa06c0efd2a5c4cf2175a0467084672e648b/MarketPlace.sol:MarketPlace:fallback(),1,1,0
"    function owned() {
        owner = msg.sender;
    }
","  function Ownable() public {
    owner = msg.sender;
  }
",0x6f7ad850ef94320cb88f5ae66e5eb8244e81c949/x32323.sol:owned:owned(),0x4e3b8c663d1a6620730dd68d65966b867d9e2f80/ListingsERC20.sol:Ownable:Ownable(),5,5,1
"    function approve(address _spender, uint256 _value) public returns (bool success) {
        require((_value == 0) || (allowed[msg.sender][_spender] == 0));
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
","    function getLockAmount(address _addr) external view returns (uint256) {
        return lockAmounts[_addr];
    }
","0x7d9ba2e091352fc7546107cf4c3e4ef6a63c29d4/IMEIM.sol:ERC20Token:approve(address,uint256)",0x0eb4c120c280d20ed01d897a4a6c1e232029e13d/TokenLockDistribute.sol:TokenLock:getLockAmount(address),1,1,0
