FEN:ID,Function Code,Comment before Propatation,Comment after Propagation,label1,label2,label
0x4ACE10d39919AEf52dDdDC0a3473451Ee610080d/CryptoMarketShortCoin.sol:Owned:transferOwnership(address),"    function transferOwnership(address newOwner) public onlyOwner {
        require(newOwner != address(0));
        OwnershipTransferred(owner, newOwner);
        owner = newOwner;
    }
",no comment,"  /**
   * @dev Allows the current owner to transfer control of the contract to a newOwner.
   * @param newOwner The address to transfer ownership to.
   */
",5,5,1.0
"0x6f721567db8894690b12e6d16071261341401023/NINECOINTOKEN.sol:StandardToken:allowance(address,address)","    function allowance(address _owner, address _spender) public constant returns (uint remaining) {
        return allowed[_owner][_spender];
    }
",no comment,"
    /// @param _owner The address of the account owning tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @return Amount of remaining tokens allowed to spent
",5,5,1.0
0x1bb7ec9723493d8649caf261b4e7ed187646069a/BOT_ELEMENT_3.sol:BOT_ELEMENT_3:onlyOwner(),"		modifier	onlyOwner	() {							
			require(msg.sender ==		owner	);					
			_;								
		}									
",no comment,"  /**
   * @dev Throws if called by any account other than the owner.
   */
",5,5,1.0
"0x3a5d621b17b3e28de84d88050b460b8435e3966c/Propethy.sol:Propethy:approve(address,uint256)","function approve(address _spender, uint256 _value) returns(bool) {
require((_value == 0) || (allowed[msg.sender][_spender] == 0));
allowed[msg.sender][_spender] = _value;
Approval(msg.sender, _spender, _value);
return true;
}
",no comment,"
  /**
   * @dev Approve the passed address to spend the specified amount of tokens on behalf of msg.sender.
   *
   * Beware that changing an allowance with this method brings the risk that someone may use both the old
   * and the new allowance by unfortunate transaction ordering. One possible solution to mitigate this
   * race condition is to first reduce the spender's allowance to 0 and set the desired value afterwards:
   * https://github.com/ethereum/EIPs/issues/20#issuecomment-263524729
   * @param _spender The address which will spend the funds.
   * @param _value The amount of tokens to be spent.
   */
",4,4,1.0
0x3f14d7da845a30bbd248c1da4966327ccb5c1600/FITToken.sol:Owned:Owned(),"      function Owned() public {
          owner = msg.sender;
      }
",no comment,"
  /**
   * Basic constructor.  The sender is the owner.
   */
",4,4,1.0
0x5eaa84b84773483ed0a2cf3cedee8fd89a11ef21/mkethToken.sol:mkethToken:totalSupply(),"  function totalSupply() constant returns (uint256 totalSupply) {
      totalSupply = _totalSupply;
  }
",no comment,"  // ???????
",2,2,0.0
"0x1b9dcdcddd2d6ca699cad9505faa363e81145c6b/BrinkToken.sol:BrinkToken:approve(address,uint256)","    function approve(address _spender, uint256 _value) public returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
",no comment,"
    /// @notice `msg.sender` approves `_spender` to spend `_value` tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @param _value The amount of tokens to be approved for transfer
    /// @return Whether the approval was successful or not
",5,5,1.0
0x3c22ae85b4ee099f4fd656872343c95ff74d57d4/Number1Dime.sol:Number1Dime:decimals(),"    function decimals() public pure returns (uint8) { return 0; }
",no comment,"
  // ERC20 compatibility functions
",5,5,1.0
0x0e69d0a2bbb30abcb7e5cfea0e4fde19c00a8d47/IOVToken.sol:IOVTokenBase:totalSupply(),"    function totalSupply() public view returns (uint) {
        return _supply;
    }
",no comment,"
    // ------------------------------------------------------------------------
    // Total supply
    // ------------------------------------------------------------------------
",4,4,1.0
"0x4ca68c8ecb94acbc736bcb4119fd76aa5170b226/StupidCoin.sol:StupidCoin:mint(address,uint256)","  function mint(address _to, uint256 _amount) onlyOwner canMint returns (bool) {
    totalSupply = totalSupply.add(_amount);
    balances[_to] = balances[_to].add(_amount);
    Mint(_to, _amount);
    Transfer(0x0, _to, _amount);
    return true;
  }
",no comment,"
  /**
   * @dev Function to mint tokens
   * @param _to The address that will receive the minted tokens.
   * @param _amount The amount of tokens to mint.
   * @return A boolean that indicates if the operation was successful.
   */
",5,5,1.0
"0x5fa1ea99eb3acc1f9e84cf28fde6431b8fdc9dc0/UselessAirdroppedToken.sol:UselessAirdroppedToken:distr(address,uint256)","    function distr(address _to, uint256 _amount) canDistr private returns (bool) {
        totalDistributed = totalDistributed.add(_amount);
        totalRemaining = totalRemaining.sub(_amount);
        balances[_to] = balances[_to].add(_amount);
        Distr(_to, _amount);
        Transfer(address(0), _to, _amount);
        return true;
        
        if (totalDistributed >= totalSupply) {
            distributionFinished = true;
        }
    }
",no comment,"
    // ------------------------------------------------------------------------
    // internal private functions
    // ------------------------------------------------------------------------
",5,5,1.0
"0x2f09a5ea600a54a61bb9937478219f58f58c2174/LongevityCrowdsale.sol:SafeMath:add(uint256,uint256)","  function add(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }
",no comment,"
  /**
  * @dev Adds two numbers, throws on overflow.
  */
",5,5,1.0
"0x02f65ca1b619b6a659ea383bba6f5ffca212aca0/HealthCoin.sol:HealthCoin:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) public returns (bool success) {
        require(_value <= allowance[_from][msg.sender]);
        allowance[_from][msg.sender] -= _value;
        _transfer(_from, _to, _value);
        return true;
    }
",no comment,"
    /**
     * Transfer tokens from other address
     *
     * Send `_value` tokens to `_to` in behalf of `_from`
     *
     * @param _from The address of the sender
     * @param _to The address of the recipient
     * @param _value the amount to send
     */
",5,5,1.0
0x0c9c66ea38475f9d5710676020c49364ba154ce0/Kash.sol:Kash:totalSupply(),"    function totalSupply() constant returns(uint256) {

        return totalSupply;
    }
",no comment,"
  /**
  * @dev total number of tokens in existence
  */
",4,4,1.0
"0x7f738ffbde7ecac18d31ecba1e9b6eef5b9214b7/InfluToken.sol:InfluToken:_transfer(address,address,uint256)","    function _transfer(address _from, address _to, uint _value) internal {
        require(_to != 0x0);
        require(balanceOf[_from] >= _value);
        balanceOf[_from] = balanceOf[_from].sub(_value);
        balanceOf[_to] = balanceOf[_to].add(_value);
        Transfer(_from, _to, _value);
    }
",no comment,"
    /**
     * Internal transfer, only can be called by this contract
     */
",5,5,1.0
"0x6c2083d788a3955ca059f6361b2423ba879c1163/MyAdvancedToken.sol:token:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
        if (balanceOf[_from] < _value) throw;
        if (balanceOf[_to] + _value < balanceOf[_to]) throw;
        if (_value > allowance[_from][msg.sender]) throw;
        balanceOf[_from] -= _value;
        balanceOf[_to] += _value;
        allowance[_from][msg.sender] -= _value;
        Transfer(_from, _to, _value);
        return true;
    }
",no comment,"
    /* A contract attempts to get the coins */
",4,4,1.0
"0x1bb2e2e063a58368a592857b0abe8b4a827e5a07/MyToken.sol:MyToken:transfer(address,uint256)","	function transfer(address to, uint value) public returns (bool) {
		if(balanceOf(msg.sender) < value) revert();
		bytes memory empty;

		balances[msg.sender] = balances[msg.sender].sub(value);
        balances[to] = balances[to].add(value);
        if(isContract(to)) {
            ERC223ReceivingContract receiver = ERC223ReceivingContract(to);
            receiver.tokenFallback(msg.sender, value, empty);
        }
        emit Transfer(msg.sender, to, value, empty);
        return true;
	}
",no comment,"
	// Needed due to backwards compatibility reasons because of ERC20 transfer function does't have bytes
	// parameter. This function must transfer tokens and invoke the function tokenFallback(address, uint256,
	// bytes) in to, if to is a contract. If the tokenFallback function is not implemented in to (receiver 
	// contract), the transaaction must fail and the transfer of tokens should not occur.
",4,4,1.0
"0x5a8ffa5f2ce95b3a397bda16ad84781b6fde4f8b/DatariusICO.sol:ERC20:allowance(address,address)","    function allowance(address _owner, address _spender) constant returns (uint);
",no comment,"
   /**
    *   @dev Function to check the amount of tokens that an owner allowed to a spender.
    *
    *   @param _owner        the address which owns the funds
    *   @param _spender      the address which will spend the funds
    *
    *   @return              the amount of tokens still avaible for the spender
    */
",4,4,1.0
"0x4C5651c4f59B3E92E67d993b7B969F9aF861380f/FaradTokenSwap.sol:SafeMath:div(uint256,uint256)","    function div(uint256 a, uint256 b) internal returns (uint256) {
        // assert(b > 0); // Solidity automatically throws when dividing by 0
        uint256 c = a / b;
        // assert(a == b * c + a % b); // There is no case in which this doesn't hold
        return c;
    }
",no comment,"
  /**
  * @dev Integer division of two numbers, truncating the quotient.
  */
",4,4,1.0
0x5fe4b212422fa42448c84e8a996f8a46f17cef0d/ENSATOKEN.sol:Ownable:onlyOwner(),"  modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
",no comment,"  /**
   * @dev Throws if called by any account other than the owner.
   */
",5,5,1.0
"0x4cb7a7a0fe462d302f553a1d8077d2943f061fcc/Champion.sol:SafeMath:sub(uint256,uint256)","    function sub(uint256 a, uint256 b) internal constant returns(uint256) {
        assert(b <= a);
        return a - b;
    }
",no comment,"
  /**
  * @dev Substracts two numbers, throws on overflow (i.e. if subtrahend is greater than minuend).
  */
",5,5,1.0
"0x7cc61e3ae6360e923e9296c802382ec7c9dd3652/THETOKEN.sol:ERC20:transferFrom(address,address,uint256)","  function transferFrom(address from, address to, uint value);
",no comment,"

  /**
   * @dev Transfer tokens from one address to another
   * @param _from address The address which you want to send tokens from
   * @param _to address The address which you want to transfer to
   * @param _value uint the amout of tokens to be transfered
   */
",5,5,1.0
0x2c544275203b0db7550887067507ce2befcea893/Factory.sol:Artwork:onlyBy(address),"    modifier onlyBy(address _account)
    {
        require(msg.sender == _account);
        _;
    }
",no comment,"  
  /**
   * @dev Throws if called by any account other than the argument. 
   */
",4,4,1.0
"0x2f4f6c055a7c8ab529f5b01f6616164aaeec18ad/EEEToken.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal pure returns (uint256) {
    if (a == 0) {
      return 0;
    }
    uint256 c = a * b;
    assert(c / a == b);
    return c;
  }
",no comment,"
  /**
  * @dev Multiplies two numbers, throws on overflow.
  */
",5,5,1.0
0x0b1724cc9fda0186911ef6a75949e9c0d3f0f2f3/CrowdsaleToken.sol:CrowdsaleToken:canUpgrade(),"  function canUpgrade() public constant returns(bool) {
    return released && super.canUpgrade();
  }
",no comment,"  /**
   * Allow upgrade agent functionality kick in only if the crowdsale was success.
   */
",4,4,1.0
"0x3e85fc8fb93eb4461b144dbc6e20a2fa63532772/Issuer.sol:SafeMath:safeAdd(uint256,uint256)","  function safeAdd(uint a, uint b) internal returns (uint) {
    uint c = a + b;
    assert(c>=a && c>=b);
    return c;
  }
",no comment,"
    // ------------------------------------------------------------------------
    // Safe maths, inspired by OpenZeppelin
    // ------------------------------------------------------------------------
",4,5,1.0
"0x6fa6473735456d4f3fe8a13894a33c8ae888b191/HashBuxICO.sol:HashBuxICO:div(uint256,uint256)","  function div(uint256 a, uint256 b) constant returns (uint256) {
    uint256 c = a / b;
    return c;
  }
",no comment,"
  /**
  * @dev Integer division of two numbers, truncating the quotient.
  */
",4,4,1.0
"0x4ddb111812363e92d41e31fc3bfeee33fc7dba27/CABCoin.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) constant public returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return c;
  }
",no comment,"
  /**
  * @dev Integer division of two numbers, truncating the quotient.
  */
",5,5,1.0
0x7cdd19121009b3e1500e653d2a8084eb85d7a424/Aecium.sol:Aecium:annualInterest(),"    function annualInterest() constant returns(uint interest) {
        uint _now = now;
        interest = maxMintProofOfStake;
        if((_now.sub(stakeStartTime)).div(1 years) == 0) {
            interest = (770 * maxMintProofOfStake).div(100);
        } else if((_now.sub(stakeStartTime)).div(1 years) == 1){
            interest = (435 * maxMintProofOfStake).div(100);
        }
    }
",no comment,"	
	//Interest Check Function

",4,5,1.0
0x5d48aca3954d288a5fea9fc374ac48a5dbf5fa6d/EarnEnoughMoney.sol:EarnEnoughMoney:balanceOf(address),"    function balanceOf(address _owner) constant public returns (uint256) {
	    return balances[_owner];
    }
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",5,5,1.0
"0x1cbbaf350e934d109666104264e6863bf1a09caf/HYCCrowdsalePreICO.sol:StandardToken:decreaseApproval(address,uint256)","  function decreaseApproval(address _spender, uint _subtractedValue) public returns (bool) {
    uint oldValue = allowed[msg.sender][_spender];
    if (_subtractedValue > oldValue) {
      allowed[msg.sender][_spender] = 0;
    } else {
      allowed[msg.sender][_spender] = oldValue.sub(_subtractedValue);
    }
    Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
",no comment,"
  /**
   * @dev Decrease the amount of tokens that an owner allowed to a spender.
   *
   * approve should be called when allowed[_spender] == 0. To decrement
   * allowed value is better to use this function to avoid 2 calls (and wait until
   * the first transaction is mined)
   * From MonolithDAO Token.sol
   * @param _spender The address which will spend the funds.
   * @param _subtractedValue The amount of tokens to decrease the allowance by.
   */
",5,5,1.0
0x0f14260bbe72e0992377ece7bc8baf2e8be320b8/ShrimpFarmer.sol:ShrimpFarmer:getMyShrimp(),"    function getMyShrimp() public view returns(uint256){
        return hatcheryShrimp[msg.sender];
    }
",no comment,"
    // Get amount of Shrimps user has
",4,4,1.0
"0x2f8472dd7ecf7ca760c8f6b45db20ca7cf52f8d7/BITStationERC20.sol:BITStationERC20:approveAndCall(address,uint256,bytes)","    function approveAndCall(address _spender, uint256 _value, bytes _extraData) public returns (bool success) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);

        //call the receiveApproval function on the contract you want to be notified. This crafts the function signature manually so one doesn't have to include a contract in here just for this.
        //receiveApproval(address _from, uint256 _value, address _tokenContract, bytes _extraData)
        //it is assumed that when does this that the call *should* succeed, otherwise one would use vanilla approve instead.
        if(!_spender.call(bytes4(bytes32(keccak256(""receiveApproval(address,uint256,address,bytes)""))), msg.sender, _value, this, _extraData)) { revert(); }
        return true;
    }
",no comment,"
    /* Approves and then calls the receiving contract */
",4,5,1.0
0x6d68003c0452632a87381c42091fc94ceb047fd1/Duckcoin.sol:ERC20Token:balanceOf(address),"   function balanceOf(address _owner) public view returns (uint256 balance) {
      return balances[_owner];
   }
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",4,4,1.0
"0x5de3e294ca2a0aba67df4610015d8e21cb8c8987/CrowdsaleTokenExt.sol:ReleasableToken:transfer(address,uint256)","  function transfer(address _to, uint _value) canTransfer(msg.sender) returns (bool success) {
    // Call StandardToken.transfer()
   return super.transfer(_to, _value);
  }
",no comment,"
  /**
   * @dev Checks modifier and allows transfer if tokens are not locked.
   * @param _to The address that will recieve the tokens.
   * @param _value The amount of tokens to be transferred.
   */
",5,5,1.0
"0x5f3789907b35DCe5605b00C0bE0a7eCDBFa8A841/ContentAdNetworkToken.sol:Token:approveAndCall(address,uint256,bytes)","    function approveAndCall(address _spender, uint256 _value, bytes _extraData)
    returns (bool success) 
    {    
        TokenRecipient spender = TokenRecipient(_spender);
        if (approve(_spender, _value)) {
            spender.receiveApproval(
                msg.sender,
                _value,
                this,
                _extraData
            );
            return true;
        }
    }
",no comment,"
    /**
     * Set allowance for other address and notify
     *
     * Allows `_spender` to spend no more than `_value` tokens in your behalf, and then ping the contract about it
     *
     * @param _spender The address authorized to spend
     * @param _value the max amount they can spend
     * @param _extraData some extra information to send to the approved contract
     */
",5,5,1.0
"0x6a546617fd8c74555a2cb63b7b064331de82f68d/AbyssToken.sol:SafeMath:safeAdd(uint256,uint256)","    function safeAdd(uint256 a, uint256 b) internal pure returns (uint256) {
        uint256 c = a + b;
        assert(c >= a);
        return c;
    }
",no comment,"
    // Overflow protected math functions

    /**
        @dev returns the sum of _x and _y, asserts if the calculation overflows

        @param _x   value 1
        @param _y   value 2

        @return sum
    */
",5,5,1.0
"0x6f2ff926b18673c6ee59d8426fd4302958dfd694/PuexExchangeToken.sol:PuexExchangeToken:getTokenBalance(address,address)","    function getTokenBalance(address tokenAddress, address who) constant public returns (uint){
        AltcoinToken t = AltcoinToken(tokenAddress);
        uint bal = t.balanceOf(who);
        return bal;
    }
",no comment,"    //?????token???
",2,1,0.0
0x2e14e0c5589f5d6c4f34d230950f82177e001f53/SSAToken.sol:MintableToken:finishMinting(),"  function finishMinting() onlyOwner returns (bool) {
    mintingFinished = true;
    MintFinished();
    return true;
  }
",no comment,"
  /**
   * @dev Function to stop minting new tokens.
   * @return True if the operation was successful.
   */
",5,5,1.0
0x4d1c806ca4a40ca38f165b6f99799bf47d1c0edb/EST_Token.sol:BasicToken:balanceOf(address),"  function balanceOf(address _owner) public view returns (uint256 balance) {
    return balances[_owner];
  }
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",5,5,1.0
"0x6f38def7f716c6824844568c768392465cab8644/GreeningDesertChainToken.sol:StandardToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint _value) public returns (bool success) {
        var _allowance = allowed[_from][msg.sender];

        balances[_to] = safeAdd(balances[_to], _value);
        balances[_from] = safeSub(balances[_from], _value);
        allowed[_from][msg.sender] = safeSub(_allowance, _value);
        Transfer(_from, _to, _value);
        return true;
    }
",no comment,"
 /// @dev Tranfer tokens from one address to other
 /// @param _from source address
 /// @param _to dest address
 /// @param _value tokens amount
 /// @return transfer result
",4,4,1.0
0x3bcbda01e539caa47a24ffe6b05018b2bc83417a/PrivateSale.sol:PrivateSale:setRate(uint256),"    function setRate(uint256 _rate) external onlyOwner {
        rate = _rate;
    }
",no comment,"
    /**
     * @dev set the rate for each stage.
     */
",4,4,1.0
"0x4D391B4350cA1C690eBaf00d35bfcDd5721470F8/Betcash.sol:Betcash:freezeAccount(address,bool)","    function freezeAccount(address target, bool freeze) onlyOwner {
        frozenAccount[target] = freeze;
        FrozenFunds(target, freeze);
    }
",no comment,"
    /// @notice `freeze? Prevent | Allow` `target` from sending & receiving tokens
    /// @param target Address to be frozen
    /// @param freeze either to freeze it or not
",4,4,1.0
"0x6cd694d5a9c71cd811922e3cb314f44afe25a48c/TJCUToken.sol:TJCUToken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public returns (bool success) {  
        //??totalSupply ??????? (2^256 - 1).  
        //??????????????token??????????????????  
        require(balances[msg.sender] >= _value && balances[_to] + _value > balances[_to]);  
        require(_to != 0x0);  
        balances[msg.sender] -= _value;//???????????token??_value  
        balances[_to] += _value;//???????token??_value  
        Transfer(msg.sender, _to, _value);//????????  
        return true;  
    }  
",no comment,"
    /**
     * Reviewed:
     * - Interger overflow = OK, checked
     */
",5,5,1.0
0x0f5c40cb9e4f3b1dab6c03fe5bb63a6d7106d4ec/Configurator.sol:ERC20Basic:balanceOf(address),"  function balanceOf(address who) public view returns (uint256);
",no comment,"
  /**
  * @dev Gets the balance of the specified address.
  * @param _owner The address to query the the balance of.
  * @return An uint256 representing the amount owned by the passed address.
  */
",5,5,1.0
0x4acf2CaDa3B3fd92de2191cB5Ac78e2a753E5c7a/FOCKSToken.sol:ERC20Interface:totalSupply(),"    function totalSupply() public constant returns (uint);
",no comment,"

    // ------------------------------------------------------------------------
    // Total supply
    // ------------------------------------------------------------------------
",5,5,1.0
"0x3f8d47619d132577260fd6db8d665d0a9d37c579/DAOToken.sol:ERC20:allowance(address,address)","      function allowance(address owner, address spender) public view returns (uint256);
",no comment,"
      /**
       * @dev Function to check the amount of tokens that an owner allowed to a spender.
       * @param _owner address The address which owns the funds.
       * @param _spender address The address which will spend the funds.
       * @return A uint256 specifying the amount of tokens still available for the spender.
       */
",4,5,1.0
"0x6dfd861fb01a99197fbeb01609c2c362f349b525/LumenCoin.sol:LumenCoin:setPrices(uint256,uint256)","	function setPrices(uint256 newSellPrice, uint256 newBuyPrice) onlyOwner public {
        sellPrice = newSellPrice;
        buyPrice = newBuyPrice;
    }
",no comment,"
    /// @notice Allow users to buy tokens for `newBuyPrice` eth and sell tokens for `newSellPrice` eth
    /// @param newSellPrice Price the users can sell to the contract
    /// @param newBuyPrice Price users can buy from the contract
",4,4,1.0
"0x5f3c307905bacb2924b57117e9d2342271d74722/K5cTokens.sol:SafeMath:safeAdd(uint256,uint256)","    function safeAdd(uint256 a, uint256 b) public pure returns (uint256 c) {
        c = a + b;
        require(c >= a);
    }
",no comment,"
    // Overflow protected math functions

    /**
        @dev returns the sum of _x and _y, asserts if the calculation overflows

        @param _x   value 1
        @param _y   value 2

        @return sum
    */
",5,5,1.0
0x4f4d8b0115d9c849403dd6215e65d284296585f6/Brandingcoin1.sol:Ownable:transferOwnership(address),"    function transferOwnership(address newOwner) onlyOwner {
        if (newOwner != address(0)) {
            owner = newOwner;
        }
    }
",no comment,"
    /**
     * @dev Allows the current owner to transfer control of the contract to a newOwner.
     * @param newOwner The address to transfer ownership to. 
     */
",5,5,1.0
0x4e3117f901ef73803c522a2d27ad1071759ad094/BitDAOToken.sol:Pausable:whenPaused(),"  modifier whenPaused() {
    require(paused);
    _;
  }
",no comment,"
  /**
   * @dev Modifier to make a function callable only when the contract is paused.
   */
",5,5,1.0
"0x5F7EA756D5753942f6D075c7C811db53D9FD0Efb/ElectroneumCash.sol:SafeMath:mul(uint256,uint256)","    function mul(uint256 a, uint256 b) internal constant returns(uint256) {
        uint256 c = a * b;
        assert(a == 0 || c / a == b);
        return c;
    }
",no comment,"
  /**
  * @dev Multiplies two numbers, throws on overflow.
  */
",5,5,1.0
"0x3d25ac2e37709b8f68f79c68d36ecb61480955c8/EICToken.sol:Token:transfer(address,uint256)","    function transfer(address _to, uint256 _value) returns (bool success);
",no comment,"    /* Send coins */
",4,4,1.0
"0x6f430927861d828bd625754a03d17a65eef5eb7e/DropletCrowdSale.sol:DropletToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint _value) public whenNotPaused returns (bool) {
        return super.transferFrom(_from, _to, _value);
    }
",no comment,"

  /**
   * @dev Transfer tokens from one address to another
   * @param _from address The address which you want to send tokens from
   * @param _to address The address which you want to transfer to
   * @param _value uint256 the amount of tokens to be transferred
   */
",5,5,1.0
"0x5c30b130f9c0d52a22fa447209afedbbc9d4788f/RRRR_Token.sol:TokenERC20:decreaseApproval(address,uint256)","    function decreaseApproval(address _spender, uint _subtractedValue) public returns (bool) {
        uint oldValue = allowances[msg.sender][_spender];
        if (_subtractedValue > oldValue) {
            allowances[msg.sender][_spender] = 0;
        } else {
            allowances[msg.sender][_spender] = oldValue.sub(_subtractedValue);
        }
        emit Approval(msg.sender, _spender, allowances[msg.sender][_spender]);
        return true;
    }
",no comment,"
  /**
   * @dev Decrease the amount of tokens that an owner allowed to a spender.
   *
   * approve should be called when allowed[_spender] == 0. To decrement
   * allowed value is better to use this function to avoid 2 calls (and wait until
   * the first transaction is mined)
   * From MonolithDAO Token.sol
   * @param _spender The address which will spend the funds.
   * @param _subtractedValue The amount of tokens to decrease the allowance by.
   */
",4,4,1.0
"0x6c4fe5b5b3f8a60fd5d036940afef65c73e4d2ae/MCFitCrowdsale.sol:ERC20:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) public returns (bool success);
",no comment,"

    /**
     * @dev Transfer tokens from one address to another
     * @param _from address The address which you want to send tokens from
     * @param _to address The address which you want to transfer to
     * @param _value uint256 the amount of tokens to be transferred
     */
",5,5,1.0
"0x2badf51fbe52f79ad20d183891bd894464420362/HotManChain.sol:HotManChain:approve(address,uint256)","    function approve(address _spender, uint256 _value) public returns (bool success)   
    { 
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
",no comment,"
    /// @notice `msg.sender` approves `_addr` to spend `_value` tokens
    /// @param _spender The address of the account able to transfer the tokens
    /// @param _value The amount of wei to be approved for transfer
    /// @return Whether the approval was successful or not
",4,4,1.0
"0x7d9fd7b9ea7857464118a872f8cfd84544ba5f00/FreeCoin.sol:ERC20:approve(address,uint256)","  function approve(address spender, uint256 value) returns (bool);
",no comment,"
  /**
   * @dev Approve the passed address to spend the specified amount of tokens on behalf of msg.sender.
   * @param _spender The address which will spend the funds.
   * @param _value The amount of tokens to be spent.
   */
",5,5,1.0
"0x1a5f86ec31b884def88f6c08168bfee2fd474139/BitCashPlatform.sol:SafeMath:safeAdd(uint256,uint256)","    function safeAdd(uint a, uint b) internal pure returns (uint c) {
        c = a + b;
        require(c >= a);
    }
",no comment,"
    // ------------------------------------------------------------------------
    // Safe maths, inspired by OpenZeppelin
    // ------------------------------------------------------------------------
",4,4,1.0
"0x7e1892fee14fe293ad71f5afd2132dbffabee0ab/blablabla.sol:ERC223:transfer(address,uint256,bytes,string)","  function transfer(address to, uint value, bytes data, string custom_fallback) public returns (bool ok);
",no comment,"  
  
  // Function that is called when a user or another contract wants to transfer funds .
",3,3,1.0
"0x6d908a2ef63aeac21cb2b5c3d32a145f14144b38/VernamCrowdSaleToken.sol:SafeMath:sub(uint256,uint256)","	function sub(uint256 a, uint256 b) internal pure returns (uint256) {
		assert(b <= a);
		return a - b;
	}
",no comment,"
  /**
  * @dev Substracts two numbers, throws on overflow (i.e. if subtrahend is greater than minuend).
  */
",3,3,1.0
"0x4d71c17e1423f990b653b88bb264c28d682e0fc6/DemoTokenMintable.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal constant returns (uint256) {
    uint256 c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }
",no comment,"
  /**
  * @dev Multiplies two numbers, throws on overflow.
  */
",5,5,1.0
0x6d66439c9cc75b69f9a40e82f34445081b8e929a/TokenRK50Z.sol:ERC20:name(),"    function name() constant public returns (string _name);
",no comment,"   	
    // Function to access name of token .
",4,4,1.0
"0x6f59e0461ae5e2799f1fb3847f05a63b16d0dbf8/OrcaToken.sol:ERC20Token:approve(address,uint256)","    function approve(address spender, uint256 amount) public returns (bool);
",no comment,"
    /// @notice ERC20 backwards compatible approve.
    ///  `msg.sender` approves `_spender` to spend `_amount` tokens on its behalf.
    /// @param _spender The address of the account able to transfer the tokens
    /// @param _amount The number of tokens to be approved for transfer
    /// @return `true`, if the approve can't be done, it should fail.
",4,4,1.0
"0x6f65dd1f39650a7c11e0d4cdbec183a17e7a71ce/BALVINDER.sol:SafeMath:div(uint256,uint256)","     function div(uint a, uint b) internal pure returns (uint c) {
         require(b > 0);
         c = a / b;
     }
",no comment,"
    // a divided by b
",5,5,1.0
0x0fbbfd1243552c8a66ab05c1f9530fb116e9fff4/AlicToken.sol:Owned:Owned(),"    function Owned() public {
        owner = msg.sender;
    }
",no comment,"
  /**
   * Basic constructor.  The sender is the owner.
   */
",5,5,1.0
"0x5f68698245e8c8949450e68b8bd8acef37faae7d/Registrar.sol:Registrar:div(uint256,uint256)","	function div(uint256 a, uint256 b) internal returns (uint256) {
		// assert(b > 0); // Solidity automatically throws when dividing by 0
		uint256 c = a / b;
		// assert(a == b * c + a % b); // There is no case in which this doesn't hold
		return c;
	}
",no comment,"
  /**
  * @dev Integer division of two numbers, truncating the quotient.
  */
",4,4,1.0
"0x2d22594a442d6e6d5e96119e6361979a473098e3/GXY.sol:StandardToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
        if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
            balances[_to] += _value;
            balances[_from] -= _value;
            allowed[_from][msg.sender] -= _value;
            Transfer(_from, _to, _value);
            return true;
        } else { return false; } }
",no comment,"
    /// @notice send `_value` token to `_to` from `_from` on the condition it is approved by `_from`
    /// @param _from The address of the sender
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",5,5,1.0
